72
vava0216|2025-10-09|08:00-08:30|3. Analyzing/Clarifying defect, gathering additional info to start with bugfixing
vava0216|2025-10-09|08:30-09:00|3. Analyzing/Clarifying defect, gathering additional info to start with bugfixing
vava0216|2025-10-09|09:00-09:30|3. Analyzing/Clarifying defect, gathering additional info to start with bugfixing
vava0216|2025-10-09|09:30-10:00|3. Analyzing/Clarifying defect, gathering additional info to start with bugfixing
vava0216|2025-10-09|10:00-10:30|7. Mentoring & Consulting;17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|10:30-11:00|7. Mentoring & Consulting;17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|11:00-11:30|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|11:30-12:00|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|12:00-12:30|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|12:30-13:00|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|13:00-13:30|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|13:30-14:00|15. Code review
vava0216|2025-10-09|14:00-14:30|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|14:30-15:00|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-09|15:00-15:30|7. Mentoring & Consulting
vava0216|2025-10-09|15:30-16:00|22. Other (coffee break, informal discussions, anything else not in the list above)
vava0216|2025-10-13|09:30-10:00|7. Mentoring & Consulting
vava0216|2025-10-13|10:00-10:30|7. Mentoring & Consulting
vava0216|2025-10-13|11:00-11:30|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-13|11:30-12:00|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-13|12:00-12:30|17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)
vava0216|2025-10-13|12:30-13:00|21. Tracking & Reporting (Update Jira / ERP / any other kind of tracking and reporting)
