299
mish0116|2025-10-03|08:30-09:00|14. Waiting for design to be ready / task assigned / etc.;8. Preparing workplace/solution configuration/environment to start implementation/bugfixing;12. Waiting for some ones answer other than requirements/design/defect clarification;13. Wait execution results from Cursor/other AI|Unassigned
mish0116|2025-10-03|10:00-10:30|15. Code review|Unassigned
mish0116|2025-10-03|10:30-11:00|1. Develop design (self / together with BA including design review)|Unassigned
mish0116|2025-10-03|11:00-11:30|16. Merging|Unassigned
mish0116|2025-10-03|13:00-13:30|11. Waiting for deployment/build/infra/CI to complete that I can continue;6. Study & Research (how does our NC project solution/code work);12. Waiting for some ones answer other than requirements/design/defect clarification|Unassigned
mish0116|2025-10-03|15:00-15:30|12. Waiting for some ones answer other than requirements/design/defect clarification|Unassigned
mish0116|2025-10-03|15:30-16:00|14. Waiting for design to be ready / task assigned / etc.;11. Waiting for deployment/build/infra/CI to complete that I can continue;12. Waiting for some ones answer other than requirements/design/defect clarification|Unassigned
mish0116|2025-10-03|17:30-18:00|14. Waiting for design to be ready / task assigned / etc.;11. Waiting for deployment/build/infra/CI to complete that I can continue;12. Waiting for some ones answer other than requirements/design/defect clarification;13. Wait execution results from Cursor/other AI|Unassigned
mish0116|2025-10-03|18:00-18:30|8. Preparing workplace/solution configuration/environment to start implementation/bugfixing;9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests;10. Implementing/Bugfixing – Configuration of NC solution/product including debugging, dev tests|Unassigned
mish0116|2025-10-03|18:30-19:00|15. Code review|Unassigned
mish0116|2025-10-03|19:00-19:30|16. Merging|Unassigned
mish0116|2025-10-03|19:30-20:00|20. Task mgmt. & Planning (estimation, decomposition, planning DD, updating statuses, assignments, etc.);18. Group Meeting/Call – Passive participation (wait for my call to speak / just for information attendance);19. Group Meeting/Call – Passive participation + Multitasking (i.e. doing in parallel some coding, other work)|Unassigned
mish0116|2025-10-03|20:30-21:00|22. Other (coffee break, informal discussions, anything else not in the list above)|Unassigned
mish0116|2025-10-04|16:00-16:30|15. Code review;23. None (did not do anything work related)|Unassigned
mish0116|2025-10-06|09:30-10:00|4. Study & Research (how does a technology work);7. Mentoring & Consulting|Unassigned
mish0116|2025-10-06|11:00-11:30|8. Preparing workplace/solution configuration/environment to start implementation/bugfixing;10. Implementing/Bugfixing – Configuration of NC solution/product including debugging, dev tests|Unassigned
mish0116|2025-10-06|13:30-14:00|16. Merging|Unassigned
mish0116|2025-10-06|14:30-15:00|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests|Unassigned
mish0116|2025-10-06|17:00-17:30|4. Study & Research (how does a technology work);12. Waiting for some ones answer other than requirements/design/defect clarification;13. Wait execution results from Cursor/other AI|Unassigned
mish0116|2025-10-06|17:30-18:00|7. Mentoring & Consulting;14. Waiting for design to be ready / task assigned / etc.|Unassigned
mish0116|2025-10-07|14:30-15:00|7. Mentoring & Consulting;9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests|Unassigned
mish0116|2025-10-07|15:30-16:00|23. None (did not do anything work related)|Unassigned
mish0116|2025-10-07|16:00-16:30|11. Waiting for deployment/build/infra/CI to complete that I can continue|Unassigned
mish0116|2025-10-07|16:30-17:00|11. Waiting for deployment/build/infra/CI to complete that I can continue|Unassigned
mish0116|2025-10-07|17:00-17:30|12. Waiting for some ones answer other than requirements/design/defect clarification;13. Wait execution results from Cursor/other AI;17. Group Meeting/Call – Active participation (speaker, contributor, i.e. full dedication to the call)|Unassigned
mish0116|2025-10-07|17:30-18:00|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests;11. Waiting for deployment/build/infra/CI to complete that I can continue;13. Wait execution results from Cursor/other AI;14. Waiting for design to be ready / task assigned / etc.;18. Group Meeting/Call – Passive participation (wait for my call to speak / just for information attendance);20. Task mgmt. & Planning (estimation, decomposition, planning DD, updating statuses, assignments, etc.)|Unassigned
mish0116|2025-10-07|18:30-19:00|15. Code review|Unassigned
mish0116|2025-10-07|20:00-20:30|18. Group Meeting/Call – Passive participation (wait for my call to speak / just for information attendance)|Unassigned
mish0116|2025-10-07|21:30-22:00|19. Group Meeting/Call – Passive participation + Multitasking (i.e. doing in parallel some coding, other work)|Unassigned
mish0116|2025-10-09|12:30-13:00|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests;10. Implementing/Bugfixing – Configuration of NC solution/product including debugging, dev tests|Unassigned
mish0116|2025-10-09|16:30-17:00|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests;12. Waiting for some ones answer other than requirements/design/defect clarification|Unassigned
mish0116|2025-10-09|21:00-21:30|1. Develop design (self / together with BA including design review);8. Preparing workplace/solution configuration/environment to start implementation/bugfixing;11. Waiting for deployment/build/infra/CI to complete that I can continue;12. Waiting for some ones answer other than requirements/design/defect clarification|Unassigned
mish0116|2025-10-09|21:30-22:00|2. Analyzing/Clarifying requirements and/or Design to start implementation;5. Study & Research (how does our NC product work);11. Waiting for deployment/build/infra/CI to complete that I can continue|Unassigned
mish0116|2025-10-10|10:30-11:00|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests|Unassigned
mish0116|2025-10-10|11:00-11:30|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests|Unassigned
mish0116|2025-10-10|12:30-13:00|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests|Unassigned
mish0116|2025-10-10|15:00-15:30|21. Tracking & Reporting (Update Jira / ERP / any other kind of tracking and reporting);22. Other (coffee break, informal discussions, anything else not in the list above)|Unassigned
mish0116|2025-10-17|10:00-10:30|15. Code review|Unassigned
mish0116|2025-10-17|13:30-14:00|12. Waiting for some ones answer other than requirements/design/defect clarification|Unassigned
mish0116|2025-10-17|15:00-15:30|9. Implementing/Bugfixing – Coding/scripting work (in Java/React/GoLang/etc.) including debugging, dev tests|Unassigned
mish0116|2025-10-17|15:30-16:00|5. Study & Research (how does our NC product work)|Unassigned
mish0116|2025-10-17|16:00-16:30|10. Implementing/Bugfixing – Configuration of NC solution/product including debugging, dev tests|Unassigned
mish0116|2025-10-17|16:30-17:00|12. Waiting for some ones answer other than requirements/design/defect clarification|Unassigned
mish0116|2026-01-15|10:00-10:30|2026-01-15 21:48:20|Develop design (self / together with BA including design review)
mish0116|2026-01-15|11:00-11:30|2026-01-15 21:59:42|Study & Research (how does our NC project solution/code work)
mish0116|2026-01-15|12:30-13:00|2026-01-15 21:59:56|Code review
mish0116|2026-01-15|14:30-15:00|2026-01-15 21:48:13|Task mgmt. & Planning (estimation, decomposition, planning DD, updating statuses, assignments, etc.)
mish0116|2026-01-15|15:30-16:00|2026-01-15 21:46:31|Implementing/Bugfixing - Configuration of NC solution/product including debugging, dev tests
mish0116|2026-01-15|17:00-17:30|2026-01-15 21:50:16|Preparing workplace/solution configuration/environment to start implementation/bugfixing
mish0116|2026-01-15|18:00-18:30|2026-01-15 22:00:46|Study & Research (how does our NC product work)
mish0116|2026-01-15|18:30-19:00|2026-01-15 22:05:56|Other (coffee break, informal discussions, anything else not in the list above)
mish0116|2026-01-15|19:00-19:30|2026-01-15 22:05:53|Task mgmt. & Planning (estimation, decomposition, planning DD, updating statuses, assignments, etc.)
mish0116|2026-01-15|21:30-22:00|2026-01-15 22:00:43|Other (coffee break, informal discussions, anything else not in the list above)
mish0116|2026-01-15|22:00-22:30|2026-01-15 22:00:39|None (did not do anything work related)
mish0116|2026-01-15|22:30-23:00|2026-01-15 21:48:26|Analyzing/Clarifying requirements and/or Design to start implementation
mish0116|2026-01-16|10:00-10:30|2026-01-16 10:19:47|Task mgmt. & Planning (estimation, decomposition, planning DD, updating statuses, assignments, etc.)
mish0116|2026-01-16|10:30-11:00|2026-01-16 10:45:42|Mentoring & Consulting
mish0116|2026-01-16|11:00-11:30|2026-01-16 11:15:40|Waiting for some ones answer other than requirements/design/defect clarification
mish0116|2026-01-16|11:30-12:00|2026-01-16 11:48:01|Group Meeting/Call - Passive participation + Multitasking (i.e. doing in parallel some coding, other work)
